Program,Site Name,City,State,Latitude,Longitude
Brownfield,Vegetated lot (7330 NW Miami Pl),Miami,FL,25.842738,-80.198342
Brownfield,Vegetated lot (7333 NW 2 Court),Miami,FL,25.842752,-80.20155
Brownfield,Vegetated lot (7410 NW 2 Court),Miami,FL,25.843125,-80.201978
Brownfield,Vegetated Lot (91 NW 73 St),Miami,FL,25.842604,-80.198518
Brownfield,Vegetated Lot (94 NW 74 St),Miami,FL,25.842861,-80.198526
Brownfield,"Vegetated lots on 7815, 7823, 7827, 7831 2 Ave",Miami,FL,25.846974,-80.192459
Brownfield,Vidal Moving and Storage (270 NW 74 St),Miami,FL,25.838945,-80.190917
Brownfield,Walton Warehouse (7100 NE 4 Court),Miami,FL,25.840404,-80.188088
Brownfield,Walton Warehouse (7110),Miami,FL,25.841359,-80.18813
Brownfield,Warehouse  (7400; 40 NE 75 St); Vacant Lot,Miami,FL,25.843313,-80.195967
Brownfield,Warehouse (340-46 NE 80),Miami,FL,25.848296,-80.190236
Brownfield,"Warehouse (50, 70); Sea Vee Boats (60)",Miami,FL,25.842131,-80.198144
Brownfield,"Warehouse (55, 75, 95 NE 74th); Residence",Miami,FL,25.843309,-80.194778
Brownfield,Warehouse ('7101 N Miami Avenue),Miami,FL,25.840439,-80.19608
Brownfield,Warehouse (7128 NW 3 Ave),Miami,FL,25.840352,-80.202566
Brownfield,Warehouse (7136 NW 1 Ave),Miami,FL,25.840865,-80.199059
Brownfield,Warehouse (7275 NW 1 Court),Miami,FL,25.842091,-80.199476
Brownfield,Warehouse (7300 NW Miami Court),Miami,FL,25.842076,-80.197501
Brownfield,Warehouse (7301 NE 1 Place),Miami,FL,25.84253,-80.193348
Brownfield,Warehouse (7302 NE Miami Court),Miami,FL,25.842368,-80.195844
Brownfield,Warehouse (7329-7331 NW Miami Ct),Miami,FL,25.842652,-80.197022
Brownfield,Warehouse (7395 NW Miami Place),Miami,FL,25.842867,-80.19794
Brownfield,Warehouse (7400 NW 2 Ave),Miami,FL,25.843084,-80.201035
Brownfield,Warehouse (7415-25 NE 1 Place),Miami,FL,25.843295,-80.193382
Brownfield,Warehouse (7610-35 NE 4),Miami,FL,25.84562,-80.1883
Brownfield,Warehouse (D&G Furniture),Miami,FL,25.840409,-80.198411
Brownfield,"Warehouse; Ben Pumo & Sons, Indust. Rentals",Miami,FL,25.842476,-80.196873
Brownfield,Warehouses and Parking Lot (7800 NE 4 Ct),Miami,FL,25.846445,-80.188385
Brownfield,Weatherall Maintenance Corporation,Miami,FL,25.842209,-80.189543
Brownfield,"Whitecraft Rattan , Warehouse, Parking Lot",Miami,FL,25.843024,-80.197542
Brownfield,Whitewater Boats,Miami,FL,25.841893,-80.20205
Brownfield,Wightman Lumber,Miami,FL,25.840411,-80.198989
Brownfield,XRay Equipment,Miami,FL,25.844041,-80.188233
Brownfield,Yolande Specialty Products,Miami,FL,25.840285,-80.19727
Brownfield,Former Seacoast Utility Wastewater Treatment Plant,North Palm Beach,FL,26.8136,-80.067
Brownfield,Barrett Building,Ocala,FL,29.18665,-82.1365
Brownfield,City Yard,Ocala,FL,29.19202,-82.14067
Brownfield,Former Kubota Tractor Sales,Ocala,FL,29.1914,-82.1366
Brownfield,Former OK Corral Truck Sales,Ocala,FL,29.1914,-82.1366
Brownfield,Former Star-Banner site,Ocala,FL,29.18123,-82.13644
Brownfield,Marin Tire & BAttery and Assoc Lots,Ocala,FL,29.1869,-82.1391
Brownfield,Music Station/Pawn Shop (former),Ocala,FL,29.1969,-82.1544
Brownfield,Skipper's Office Supply,Ocala,FL,29.18484,-82.13647
Brownfield,Toffaletti Hardware,Ocala,FL,29.19025,-82.13654
Brownfield,Bowlegs Pasture Site,Okeechobee,FL,27.18108,-80.86253
Brownfield,Cane Fields Site,Okeechobee,FL,27.01928,-81.10996
Brownfield,Driving Range Site,Okeechobee,FL,27.18135,-80.86561
Brownfield,Knot's Landing Pasture Site,Okeechobee,FL,27.18807,-80.85429
Brownfield,Southwest Agricultural Site,Okeechobee,FL,27.19343,-80.84621
Brownfield,Tucker Rock Mine,Okeechobee,FL,27.19194,-80.84727
Brownfield,843 US Highway 441,Pahokee,FL,26.81047,-80.65333
Brownfield,Brown Barge Middle School,Pensacola,FL,30.44979,-87.22216
Brownfield,Bryan Dairy Road Property,Pinellas Park,FL,27.87,-82.73
Brownfield,Golden Lantern Mobile Home Park,Pinellas Park,FL,27.8395,-82.74788
Brownfield,Freeman Property/Center for Affordable Housing,Sanford,FL,28.8092,-81.2758
Brownfield,Vacant Lot (2301 - 8th Avenue South),St. Petersburg,FL,27.76245,-82.66521
Brownfield,Vacant Lot (2318 7th Avenue South),St. Petersburg,FL,27.76291,-82.66447
Brownfield,Vacant Lot (2326 7th Avenue South),St. Petersburg,FL,27.76291,-82.66447
Brownfield,Vacant Lot (2348 7th Avenue South),St. Petersburg,FL,27.76425,-82.66524
Brownfield,Vacant Lot (2433 8th Avenue South),St. Petersburg,FL,27.76244,-82.66649
Brownfield,Vacant Lot (2441 8th Avenue South),St. Petersburg,FL,27.76244,-82.66649
Brownfield,Vacant Lot (2448 7th Avenue South),St. Petersburg,FL,27.76291,-82.6647
Brownfield,Vacant Lot (2449 8th Avenue South),St. Petersburg,FL,27.76243,-82.667
Brownfield,Vacant Lot (2518 and 2524 7th Avenue South),St. Petersburg,FL,27.76288,-82.66751
Brownfield,Vacant Lot (862 - 22nd Street South),St. Petersburg,FL,27.76247,-82.66319
Brownfield,Former Misener Marine/Former City Hall,St. Petersburg Beach,FL,27.7451,-82.7487
Brownfield,Pro-Boats,Stuart,FL,27.1673,-80.221
Brownfield,Former Coca Cola Plant,Tallahassee,FL,30.433549,-84.287666
Brownfield,Salie Property,Tallahassee,FL,30.4346,-84.1735
Brownfield,Tallahassee Residence Inn,Tallahassee,FL,30.436947,-83.709825
Brownfield,12th Street Maintenance Yard Properties,Tampa,FL,27.953889,-82.447222
Brownfield,1529 West LaSalle Street,Tampa,FL,27.955172,-82.475833
Brownfield,2213 East Cayuga Street (City Work Order No. 74),Tampa,FL,27.9865,-82.4339
Brownfield,2405 East Ida Street (City Work Order No. 74),Tampa,FL,27.9822,-82.4316
Brownfield,4316 North 35th Street/Chelsea (Work Order 73),Tampa,FL,27.98508,-82.421662
Brownfield,"4612 North 34th Street, Tampa (City Work Order 73)",Tampa,FL,27.98719,-82.422399
Brownfield,"4614 North 34th Street, Tampa (City Work Order 73)",Tampa,FL,27.98888,-82.42326
Brownfield,4725 North 34th Street (City Work Order No. 73),Tampa,FL,27.988563,-82.422399
Brownfield,4727 North 34th Street (City Work Order 73),Tampa,FL,27.98857,-82.422399
Brownfield,5112 N. 22nd Street Property,Tampa,FL,27.9936,-82.4355
Brownfield,Former W.T. Edwards Property,Tampa,FL,27.978333,-82.511389
Brownfield,Gene's Bar (City Work Order No. 74),Tampa,FL,27.9701,-82.4348
Brownfield,Gulf Marine Repair,Tampa,FL,27.944388,-82.441441
Brownfield,Hall Machine,Tampa,FL,27.93362,-82.39768
Brownfield,North Bay Property (City Work Order No. 74),Tampa,FL,27.9829,-82.427
Brownfield,Tampa Heights Cultural Center,Tampa,FL,27.9728,-82.44572
Brownfield,Zigfield Foundation of the Performing Arts,Tampa,FL,27.9728,-82.44572
Brownfield,South Gifford Road Landfill,Vero Beach,FL,27.664167,-80.436667
Brownfield,550-602 Northwood Redevelopment Property,West Palm Beach,FL,26.73652,-80.05579
Brownfield,Davis/Williams Property,West Palm Beach,FL,26.7272,-80.0618
Brownfield,Northwood Anchor Property,West Palm Beach,FL,26.7356,-80.0578
Brownfield,Northwood Redevelopment Area,West Palm Beach,FL,26.7356,-80.0578
Brownfield,Gray Line Trucking,Winter Garden,FL,28.56745,-81.57641
Brownfield,Arizona Avenue Soccer Complex,Atlanta,GA,33.76182,-84.33016
Brownfield,City of Hampton Property,Hampton,GA,33.3876,-84.2826
Brownfield,Al's Auto Repair,Hinesville,GA,31.8505,-81.5988
Brownfield,Car Repair,Hinesville,GA,31.8536,-81.6013
Brownfield,Car Wash,Hinesville,GA,31.8528,-81.6021
Brownfield,Coastal Muffler and Repair,Hinesville,GA,31.8504,-81.5982
Brownfield,Liberty Parcel,Hinesville,GA,31.8468,-81.5965
Brownfield,Warehouse - Storage Facility,Hinesville,GA,31.8521,-81.6057
Brownfield,Jekyll Island Historical Power Plant,Jekyll Island,GA,31.0597,-81.4194
Brownfield,Jefferson Street Brownfield Site,LaGrange,GA,33.02906,-85.04804
Brownfield,Concrete Block Apartments,Millen,GA,32.803956,-81.950597
Brownfield,Shingleton's Garage,Millen,GA,32.812964,-81.948164
Brownfield,SOC Station,Millen,GA,32.803472,-81.93875
Brownfield,Vacant Lot - Cotton Avenue,Millen,GA,32.803956,-81.950597
Brownfield,City of Rome Public Works,Rome,GA,34.2684,-85.1656
Brownfield,"C'Board USA, Inc.",Thomson,GA,33.46577,-82.48838
Brownfield,Horizon Mills,Tifton,GA,31.4531,-83.5147
Brownfield,Depot,Wadley,GA,32.86238,-82.403855
Brownfield,Edwards Property with Atwood Gulf,Wadley,GA,32.861416,-82.404483
Brownfield,Former Fire Department,Wadley,GA,32.863059,-82.404112
Brownfield,Mi Carmilita (Former Red and White Grocery),Wadley,GA,32.8606,-82.4044
Brownfield,Anahola Bike Path,Anahola,HI,22.140833,-159.293333
Brownfield,Project Faith,Anahola,HI,22.16207,-159.31618
Brownfield,East Kapolei Pesticide Mixing & Loading,Kapolei,HI,21.352887,-158.046442
Brownfield,Ewa Feedlot,Kapolei,HI,21.2999,-158.0941
Brownfield,Lihue Plantation Sugar Mill,Lihue,HI,21.97778,-159.375
Brownfield,Larry Wilson Property,Batavia,IA,40.99638,-92.167625
Brownfield,1201 Camanche Avenue,Clinton,IA,41.8328,-90.1972
Brownfield,1201 South 5th Street,Clinton,IA,41.8319,-90.1947
Brownfield,1704 South 5th Street,Clinton,IA,41.8278,-90.1947
Brownfield,1800-1824 South 4th Street,Clinton,IA,41.8264,-90.1936
Brownfield,411 & 415 11th Avenue South,Clinton,IA,41.834167,-90.193611
Brownfield,501 - 585 Liberty Avenue,Clinton,IA,41.8319,-90.1964
Brownfield,501 15th Avenue South,Clinton,IA,41.83,-90.1947
Brownfield,502 17th Avenue South,Clinton,IA,41.8283,-90.1947
Brownfield,502 18th Avenue South,Clinton,IA,41.8269,-90.1947
Brownfield,503 16th Avenue South,Clinton,IA,41.8286,-90.1947
Brownfield,503 18th Avenue South,Clinton,IA,41.8266,-90.1947
Brownfield,546 Liberty Avenue,Clinton,IA,41.8322,-90.1964
Brownfield,652 19th Avenue South,Clinton,IA,41.8247,-90.2
Brownfield,679 18th Avenue South,Clinton,IA,41.8256,-90.2006
Brownfield,ADM South Switch Yard,Clinton,IA,41.8247,-90.1983
Brownfield,Bennett Dry Cleaners,Clinton,IA,41.820278,-90.215833
Brownfield,Bentler Properties,Clinton,IA,41.8239,-90.2098
Brownfield,Bossen Properties,Clinton,IA,41.834167,-90.193889
Brownfield,Charles and Barbara Westbrook Property,Clinton,IA,41.833333,-90.193333
Brownfield,Clinton Community School District,Clinton,IA,41.8306,-90.1953
Brownfield,CPRR Main Line,Clinton,IA,41.825,-90.2309
Brownfield,Dairy Queen Property,Clinton,IA,41.833889,-90.194722
Brownfield,David Hugunin Property,Clinton,IA,41.8217,-90.2115
Brownfield,DeeBees LLC,Clinton,IA,41.8253,-90.206
Brownfield,Deering Properties - 1115 & 1117 Camanche Avenue,Clinton,IA,41.8736,-90.8386
Brownfield,Deering Properties - 1131 & 1133 Camanche Avenue,Clinton,IA,41.8804,-90.8197
Brownfield,Deering Properties - 1239 Camanche Avenue,Clinton,IA,41.9136,-90.95305
Brownfield,Delbert and Colleen Temple Properties,Clinton,IA,41.834167,-90.193611
Brownfield,East Iowa Auto,Clinton,IA,41.818611,-90.216944
Brownfield,Family Dollar Store,Clinton,IA,41.833889,-90.194444
Brownfield,ICERR Mainline,Clinton,IA,41.8314,-90.1944
Brownfield,ICERR Siding,Clinton,IA,41.8275,-90.1947
Brownfield,Irving School,Clinton,IA,41.8294,-90.1947
Brownfield,Joseph Rajcevich Property,Clinton,IA,40.91361,-90.9864
Brownfield,Joy Mangler Properties,Clinton,IA,41.816944,-90.209167
Brownfield,Keis Properties - 111 25th Place,Clinton,IA,41.8195,-90.2155
Brownfield,Keis Properties - 116 24th Place,Clinton,IA,41.8214,-90.2131
Brownfield,Keis Properties - 2346 Liberty Avenue,Clinton,IA,41.8212,-90.2125
Brownfield,Keis Properties - 2400 Liberty Avenue,Clinton,IA,41.8212,-90.2125
Brownfield,Keis Properties - 2401 Camanche Avenue,Clinton,IA,41.8214,-90.2131
Brownfield,Keis Properties - 2410 Liberty Avenue,Clinton,IA,41.821,-90.213
Brownfield,Keis Property - 2421 Camanche Avenue,Clinton,IA,41.818056,-90.207222
Brownfield,Leslie Properties,Clinton,IA,41.8266,-90.2062
Brownfield,Liphardt Property,Clinton,IA,41.83411,-90.19322
Brownfield,Napa Auto Parts Store,Clinton,IA,41.821389,-90.214444
Brownfield,Robert Dirks Property,Clinton,IA,41.818611,-90.2175
Brownfield,UPRR Mainline,Clinton,IA,41.8277,-90.2
Brownfield,Aquila Property,Council Bluffs,IA,41.252245,-95.854768
Brownfield,1030 Priester Drive,Davenport,IA,41.518111,-90.589111
Brownfield,1112 Beiderbecke,Davenport,IA,41.517111,-90.590389
Brownfield,215 S. Marquette,Davenport,IA,41.518611,-90.590694
Brownfield,ABC Supply,Davenport,IA,41.5027,-90.6344
Brownfield,"Allied Insulation Company, Inc.",Davenport,IA,41.556889,-90.617611
Brownfield,Blackwell Property,Davenport,IA,41.511306,-90.603611
Brownfield,Brammer Manufacturing,Davenport,IA,41.5211,-90.5952
Brownfield,Builders Sand & Gravel,Davenport,IA,41.529361,-90.564694
Brownfield,Mid-American Glass,Davenport,IA,41.5194,-90.5975
Brownfield,Murray's  Warehouse,Davenport,IA,41.52225,-90.628518
Brownfield,River/Gulf Grain Company,Davenport,IA,41.523694,-90.563
Brownfield,Shewry Limited Partnership Property,Davenport,IA,41.509111,-90.618694
Brownfield,Tri-City Tank Systems,Davenport,IA,41.508389,-90.618389
Brownfield,Sidles Warehouse,Emmetsburg,IA,43.110098,-94.678261
Brownfield,Chicago Central & Pacific Railroad Property - 9th,Marion,IA,42.034027,-91.608472
Brownfield,Chicago Central and Pacific Railroad Company,Marion,IA,42.032621,-91.578909
Brownfield,Marion Auto Parts,Marion,IA,42.033169,-91.58258
Brownfield,Marion Iron Company-North Parcel,Marion,IA,42.033443,-91.584077
Brownfield,Marion Iron Company-South Parcel,Marion,IA,42.032894,-91.583333
Brownfield,Railroad Easement from 9th Street to 22nd Street,Marion,IA,42.032621,-91.595
Brownfield,Former School Property,Marshalltown,IA,42.05155,-92.94388
Brownfield,"Former Oelwein Custom Commodities, OCCO",Oelwein,IA,42.672116,-91.910315
Brownfield,Former Rogge Machine Shop,Oelwein,IA,42.674635,-91.913489
Brownfield,Iowa Motor Company,Oelwein,IA,42.676613,-91.91241
Brownfield,Oelwein Elevator Company,Oelwein,IA,42.674185,-91.91389
Brownfield,Oelwein Muffler,Oelwein,IA,42.673968,-91.913414
Brownfield,Speedy's Manufacturing Co. frmr United Farm Tools,Oelwein,IA,42.656951,-91.911191
Brownfield,"Triangle Plastic Inc., TPI, Alltrista",Oelwein,IA,42.664932,-91.909076
Brownfield,Aguirre Property-810 Warford,Perry,IA,41.839545,-94.110568
Brownfield,Aguirre Property--814 Warford,Perry,IA,41.839545,-94.110512
Brownfield,Brothers Auto Repair,Perry,IA,41.838493,-94.10797
Brownfield,Day Property,Perry,IA,41.838679,-94.110701
Brownfield,Glass Property,Perry,IA,41.840717,-94.110718
Brownfield,Gutierrez Property,Perry,IA,41.838722,-94.110701
Brownfield,Hinds Property,Perry,IA,41.838488,-94.109343
Brownfield,Hinds/Hanselman Property,Perry,IA,41.840072,-94.110281
Brownfield,Knox Property,Perry,IA,41.838636,-94.110701
Brownfield,Moyer Rental Properties,Perry,IA,41.838639,-94.109344
Brownfield,Perry Machine & Welding,Perry,IA,41.841596,-94.110727
Brownfield,Ruiz Property,Perry,IA,41.839545,-94.110429
Brownfield,Sherman Property,Perry,IA,41.840678,-94.110717
Brownfield,Sorber's Automotive,Perry,IA,41.840966,-94.109359
Brownfield,Stokely Lumber,Perry,IA,41.838493,-94.107938
Brownfield,Strough Property,Perry,IA,41.839507,-94.114537
Brownfield,Thielen Property,Perry,IA,41.838726,-94.109345
Brownfield,"Tobias, Blanca Luz Lemus",Perry,IA,41.839545,-94.110678
Brownfield,Wolling Property,Perry,IA,41.839545,-94.110623
Brownfield,Wuebker Auto Body,Perry,IA,41.838495,-94.105774
Brownfield,Wuebker Auto Body,Perry,IA,41.838704,-94.109344
Brownfield,Former Max Page Bulk Plant,Rolfe,IA,42.81142,-94.52277
Brownfield,Adam Yudka Property,Sioux City,IA,42.521,-96.371
Brownfield,City of Sioux City Property I,Sioux City,IA,42.515,-96.384
Brownfield,Vacant Lot,Indianapolis,IN,39.80437,-86.13673
Brownfield,City of Sioux City Property II,Sioux City,IA,42.51,-96.381
Brownfield,George & Delila Mehess Property,Sioux City,IA,42.522,-96.374
Brownfield,Hawkeye Building Supply,Sioux City,IA,42.498,-96.393
Brownfield,"J Studley, et al Property",Sioux City,IA,42.524,-96.369
Brownfield,Kevin Ziems Property,Sioux City,IA,42.524,-96.368
Brownfield,Knife River Midwest LLC,Sioux City,IA,42.51,-96.382
Brownfield,"Royal Iron, Inc.",Sioux City,IA,42.513,-96.385
Brownfield,Samuel Shindler Property I,Sioux City,IA,42.51,-96.377
Brownfield,Samuel Shindler Property II,Sioux City,IA,42.509,-96.376
Brownfield,Siouxland Eleven Property,Sioux City,IA,42.521,-96.367
Brownfield,W.F. Company Property,Sioux City,IA,42.51,-96.382
Brownfield,Former Chamberlain Manufacturing Company,Waterloo,IA,42.5213,-92.3324
Brownfield,Albion Normal School and Campus,Albion,ID,42.41251,-113.57765
Brownfield,1576 West Grove,Boise,ID,43.619719,-116.213131
Brownfield,200 Broad Street,Boise,ID,43.610277,-116.19886
Brownfield,300 Block of West Front,Boise,ID,43.611625,-116.199817
Brownfield,329 West Grove,Boise,ID,43.612086,-116.19968
Brownfield,419 North 9th,Boise,ID,43.619275,-116.20237
Brownfield,983 West State,Boise,ID,43.619511,-116.202835
Brownfield,Ada County Weed and Pest Control,Boise,ID,43.58278,-116.26054
Brownfield,Addies Restaurant,Boise,ID,43.613756,-116.200386
Brownfield,American Linen,Boise,ID,43.61847,-116.21053
Brownfield,Farm Store,Boise,ID,43.62027,-116.21051
Brownfield,Pacific Subs and Hanger Bar,Boise,ID,43.613857,-116.200635
Brownfield,"Sustainable Community No. 1, 520 W Front St (east)",Boise,ID,43.612872,-116.201868
Brownfield,"Sustainable Community No. 1, 520 W Front St (west)",Boise,ID,43.612872,-116.201868
Brownfield,Sustainable Community Number 1 - 504 W. Front St.,Boise,ID,43.612872,-116.201868
Brownfield,"Sustainable Community Number 1, 518 W Front Street",Boise,ID,43.612872,-116.201868
Brownfield,"Sustainable Community Number 1, West Front Street",Boise,ID,43.612872,-116.201868
Brownfield,Auto Service Garage,Caldwell,ID,43.66759,-116.69115
Brownfield,Frank Field - former air strip,Caldwell,ID,43.67136,-116.76308
Brownfield,Frank Field - vacant,Caldwell,ID,43.67136,-116.76308
Brownfield,GSB Restaurant & Pub,Caldwell,ID,43.66758,-116.68867
Brownfield,Parking area for commercial businesses,Caldwell,ID,43.66938,-116.68866
Brownfield,Parking area for former church,Caldwell,ID,43.66758,-116.68867
Brownfield,Parking Lot,Caldwell,ID,43.6694,-116.69362
Brownfield,Patty Clinton Hair Salon,Caldwell,ID,43.66758,-116.68867
Brownfield,The Close Pin Shop,Caldwell,ID,43.66759,-116.69115
Brownfield,Cascade Dump,Cascade,ID,44.46013,-115.86994
Brownfield,Cahill Oil,Homedale,ID,43.61937,-116.93431
Brownfield,Colorado St. Former unregulated dump,McCall,ID,44.90685,-116.0943
Brownfield,Riverfront Park,McCall,ID,44.893,-116.1073
Brownfield,Meridian Creamery,Meridian,ID,43.61058,-116.39404
Brownfield,Bayhorse Mining District - Town Site and Mine,none,ID,44.3975,-114.3125
Brownfield,Bruce and Rod's Tire Factory,Parma,ID,43.78324,-116.93662
Brownfield,Priest River Dump,Priest River,ID,48.188,-116.90717
Brownfield,Beasley Property,Salmon,ID,45.1765,-113.8969
Brownfield,Alpine Lumber Supply,Sandpoint,ID,48.286944,-116.568056
Brownfield,City of Twin Falls - 152 Railroad Ave (Lots 5-9),Twin Falls,ID,42.5508,-114.4741
Brownfield,City of Twin Falls - Koutnik Property,Twin Falls,ID,42.5508,-114.4741
Brownfield,"City of Twin Falls - Lots 20-23, Block 145",Twin Falls,ID,42.5508,-114.4741
Brownfield,"City of Twin Falls ""Sawtooth Property""",Twin Falls,ID,42.5508,-114.4741
Brownfield,City of Twin Falls-244&250 Railroad Ave(Lots 18-19,Twin Falls,ID,42.5508,-114.4741
Brownfield,City of Twin Falls-Meyer and City of Twin Falls,Twin Falls,ID,42.5508,-114.4741
Brownfield,Former Super Quick Service Station,Twin Falls,ID,42.55972,-114.47964
Brownfield,Mr. A's Cleaners,Twin Falls,ID,42.5703,-114.48014
Brownfield,Twin Falls Railroad Avenue and 3rd Street Property,Twin Falls,ID,42.5508,-114.4741
Brownfield,Former Sunnyside Feedlot,Weiser,ID,44.22442,-116.95367
Brownfield,Mike's Cleaners,Weiser,ID,44.254,-116.9684
Brownfield,Wire Mill Site,Burnham,IL,41.63866,-87.54182
Brownfield,International Harvester Parcel #1,Canton,IL,40.555219,-90.0312
Brownfield,International Harvester Parcel #2,Canton,IL,40.554275,-90.031208
Brownfield,International Harvester Parcel #3,Canton,IL,40.553183,-90.031133
Brownfield,International Harvester Parcel #4,Canton,IL,40.555261,-90.029456
Brownfield,International Harvester Parcel #5,Canton,IL,40.554308,-90.029533
Brownfield,International Harvester Parcel #6,Canton,IL,40.553289,-90.029817
Brownfield,International Harvester Parcel #7,Canton,IL,40.553267,-90.029167
Brownfield,Marshall Faraday Campus Park,Chicago,IL,41.87779,-87.70834
Brownfield,The Essex Group Property,Du Quoin,IL,38.00575,-89.229
Brownfield,"City of Freeport, Freeport East Side Area",Freeport,IL,42.29314,-89.59946
Brownfield,"City of Freeport, Freeport East Side Area 100",Freeport,IL,42.30023,-89.6046
Brownfield,"City of Freeport, Freeport East Side Area 201",Freeport,IL,42.30023,-89.6046
Brownfield,"City of Freeport, Freeport East Side Area 641",Freeport,IL,42.29314,-89.59946
Brownfield,"City of Freeport, Freeport East Side Area 738 -740",Freeport,IL,42.2999,-89.61914
Brownfield,CMC Heartland Property,Freeport,IL,42.32346,-89.61284
Brownfield,Eastside Property-100 S. Hancock,Freeport,IL,42.2997,-89.6057
