Management,Type,Acres,District,Field Office,Name,Lease Status
Bureau of Land Management,Wilderness Study Area,42253.4724727,Boise,Owyhee,,
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),82261.0689206,Boise,Bruneau,Owyhee River/Bighorn Sheep,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (CLOSED),143770.268366,Boise,Owyhee,The Tules RNA,CLOSED
Bureau of Land Management,National Conservation Area,2.59702631983,,,,
Bureau of Land Management,National Conservation Area,4.03548961200,,,,
Bureau of Land Management,National Conservation Area,5.54817208152,,,,
Bureau of Land Management,National Conservation Area,17.5257841327,,,,
Bureau of Land Management,National Conservation Area,2.58636122396,,,,
Bureau of Land Management,National Conservation Area,438.882407678,,,,
Bureau of Land Management,National Conservation Area,3.60462382498,,,,
Bureau of Land Management,National Conservation Area,37.9337071666,,,,
Bureau of Land Management,National Conservation Area,18.3083680544,,,,
Bureau of Land Management,National Conservation Area,12.0511424276,,,,
Bureau of Land Management,National Conservation Area,3.49677018896,,,,
Bureau of Land Management,National Conservation Area,40.0954323344,,,,
Bureau of Land Management,National Conservation Area,2.93036520959,,,,
Bureau of Land Management,National Conservation Area,2.81977780786,,,,
Bureau of Land Management,National Conservation Area,3054.54228634,,,,
Bureau of Land Management,National Conservation Area,58538.5744578,,,,
Bureau of Land Management,National Conservation Area,3.58964067490,,,,
Bureau of Land Management,National Conservation Area,24.1451123198,,,,
Bureau of Land Management,National Conservation Area,1.27377282450,,,,
Bureau of Land Management,National Conservation Area,4.95613460190,,,,
Bureau of Land Management,National Conservation Area,16.9026740799,,,,
Bureau of Land Management,National Conservation Area,5.84612104615,,,,
Bureau of Land Management,National Conservation Area,236.945091959,,,,
Bureau of Land Management,National Conservation Area,845.130232637,,,,
Bureau of Land Management,National Conservation Area,76111.6645055,,,,
Bureau of Land Management,National Conservation Area,1117.72284692,,,,
Bureau of Land Management,National Conservation Area,3108.22305534,,,,
Bureau of Land Management,National Conservation Area,3438.13616718,,,,
Bureau of Land Management,National Conservation Area,1975.14550133,,,,
Bureau of Land Management,National Conservation Area,21.3705730866,,,,
Bureau of Land Management,National Conservation Area,16.1434381012,,,,
Bureau of Land Management,National Conservation Area,1024.56618583,,,,
Bureau of Land Management,National Conservation Area,595.611188688,,,,
Bureau of Land Management,National Conservation Area,158.551908042,,,,
Bureau of Land Management,National Conservation Area,107.151360376,,,,
Bureau of Land Management,National Conservation Area,2.28559033626,,,,
Bureau of Land Management,National Conservation Area,1279.21506313,,,,
Bureau of Land Management,National Conservation Area,1.61280516693,,,,
Bureau of Land Management,National Conservation Area,1832.50312445,,,,
Bureau of Land Management,National Conservation Area,84.8303018857,,,,
Bureau of Land Management,National Conservation Area,2.43060964789,,,,
Bureau of Land Management,National Conservation Area,446.810507885,,,,
Bureau of Land Management,National Conservation Area,1303.17255278,,,,
Bureau of Land Management,National Conservation Area,32.9405413649,,,,
Bureau of Land Management,National Conservation Area,472.241714346,,,,
Bureau of Land Management,National Conservation Area,104.345523695,,,,
Bureau of Land Management,National Conservation Area,3.08975612837,,,,
Bureau of Land Management,National Wildlife Refuge,17.7866939269,Boise,Four Rivers,,
Bureau of Land Management,National Wildlife Refuge,2.02070276796,Boise,Four Rivers,,
Bureau of Land Management,National Wildlife Refuge,1.09466951452,Vale,Malheur,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),3.76092697845,N/A,White River,White River ACEC,UNKNOWN
Bureau of Land Management,National Conservation Area,1538.45363088,,,,
Bureau of Land Management,National Conservation Area,200.561346422,,,,
Bureau of Land Management,National Conservation Area,80.5530897018,,,,
Bureau of Land Management,National Conservation Area,4209.58413544,,,,
Bureau of Land Management,National Conservation Area,81.0160804920,,,,
Bureau of Land Management,National Conservation Area,322.397944079,,,,
Bureau of Land Management,National Conservation Area,14.0215796364,,,,
Bureau of Land Management,National Conservation Area,6.96590306741,,,,
Bureau of Land Management,National Conservation Area,5.19535584693,,,,
Bureau of Land Management,National Conservation Area,8.52647809394,,,,
Bureau of Land Management,National Conservation Area,5.41416604192,,,,
Bureau of Land Management,National Conservation Area,1.25459356951,,,,
Bureau of Land Management,National Conservation Area,5.30523021288,,,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),636.892030827,N/A,Rock Springs,Cedar Canyon,UNKNOWN
Bureau of Land Management,National Conservation Area,10318.8158530,,,,
Bureau of Land Management,National Conservation Area,12.2751034584,,,,
Bureau of Land Management,National Conservation Area,288.597914723,,,,
Bureau of Land Management,National Conservation Area,3.33135397426,,,,
Bureau of Land Management,National Conservation Area,2.28642413499,,,,
Bureau of Land Management,National Conservation Area,1.42804018296,,,,
Bureau of Land Management,National Conservation Area,7.62021103315,,,,
Bureau of Land Management,National Conservation Area,15.1913601448,,,,
Bureau of Land Management,National Conservation Area,1.42685162315,,,,
Bureau of Land Management,National Wildlife Refuge,5.84347046743,Boise,Four Rivers,,
Bureau of Land Management,National Conservation Area,322.581483746,,,,
Bureau of Land Management,National Wildlife Refuge,9.63063055165,Boise,Owyhee,,
Bureau of Land Management,National Wildlife Refuge,31.1567397049,Boise,Four Rivers,,
Bureau of Land Management,Area of Critical Environmental Concern (CLOSED),638.495717702,N/A,Rock Springs,Greater Red Creek,CLOSED
Bureau of Land Management,Historic/Scenic Trail,2189.42541558,,Bruneau,,
Bureau of Land Management,Historic/Scenic Trail,89343.9404812,,Four Rivers,,
Bureau of Land Management,Historic/Scenic Trail,37376.3885768,,Jarbridge,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),2.93485674547,N/A,White River,White River ACEC,UNKNOWN
Bureau of Land Management,Historic/Scenic Trail,7364.73930280,,Owyhee,,
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),40.0555574493,Boise,Four Rivers,Boise Front,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),3.37634588883,Boise,Four Rivers,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),5.58851044778,Boise,Four Rivers,UNKNOWN,UNKNOWN
Bureau of Land Management,Wilderness Study Area,167.447967276,N/A,Elko,,
Bureau of Land Management,Wilderness Study Area,1.27628006872,Boise,Owyhee,,
Bureau of Land Management,Wild and Scenic River,236.109181070,,Owyhee,,
Bureau of Land Management,Wilderness Study Area,4806.38318473,Boise,Bruneau,,
Bureau of Land Management,Wilderness Study Area,6.40753067867,Boise,Owyhee,,
Bureau of Land Management,Wilderness Study Area,11.2318201254,Boise,Owyhee,,
Bureau of Land Management,Wilderness Study Area,56.9393991683,Boise,Owyhee,,
Bureau of Land Management,Wilderness Study Area,4677.12941785,Boise,Bruneau,,
Bureau of Land Management,Wilderness Study Area,1489.85553211,Boise,Bruneau,,
Bureau of Land Management,Wilderness Study Area,52842.1106838,Boise,Bruneau,,
Bureau of Land Management,Wilderness Study Area,6851.48866364,Boise,Bruneau,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),6.39825955653,N/A,White River,White River ACEC,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),1.00477746686,N/A,White River,White River ACEC,UNKNOWN
Bureau of Land Management,Wilderness Study Area,6603.82988774,Boise,Bruneau,,
Bureau of Land Management,Wild and Scenic River,189.329552277,,Owyhee,,
Bureau of Land Management,Wilderness Study Area,25042.7492550,Boise,Owyhee,,
Bureau of Land Management,Wilderness Study Area,11302.6242288,Boise,Bruneau,,
Bureau of Land Management,Wilderness Study Area,53619.7289086,Boise,Bruneau,,
Bureau of Land Management,Wilderness Study Area,71483.5088298,Boise,Bruneau,,
Bureau of Land Management,Wilderness Study Area,9825.91786722,Boise,Bruneau,,
Bureau of Land Management,Wilderness Study Area,22903.0622972,Boise,Four Rivers,,
Bureau of Land Management,Wilderness Study Area,50850.3337033,Boise,Owyhee,,
Bureau of Land Management,Wilderness Study Area,31858.0590338,Boise,Owyhee,,
Bureau of Land Management,Wilderness Study Area,57477.4259030,Boise,Bruneau,,
Bureau of Land Management,Wilderness Study Area,275.258302288,Vale,Jordan,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),2.54108754833,N/A,White River,White River ACEC,UNKNOWN
Bureau of Land Management,Wilderness Study Area,2205.41050539,Boise,Owyhee,,
Bureau of Land Management,Wilderness Study Area,6101.28198756,Boise,Owyhee,,
Bureau of Land Management,Wilderness Study Area,10734.9316404,Boise,Owyhee,,
Bureau of Land Management,Wilderness Study Area,13903.9649199,Boise,Owyhee,,
Bureau of Land Management,Wilderness Study Area,12781.4660109,Boise,Owyhee,,
Bureau of Land Management,Wilderness Study Area,84678.8610750,Boise,Owyhee,,
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),5.77098302232,Boise,Bruneau,Bruneau/Jarbidge River,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),5.31942549995,Boise,Bruneau,Bruneau/Jarbidge River,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),1.59680071207,Boise,Bruneau,Bruneau/Jarbidge River,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),22.1181239161,Boise,Bruneau,Bruneau/Jarbidge River,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),71.5769534086,Boise,Owyhee,Squaw Creek,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),3.36606999393,Boise,Bruneau,Bruneau/Jarbidge River,OPEN
Bureau of Land Management,Wilderness Study Area,4580.27966828,Boise,Owyhee,,
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),3.25879274463,Boise,Bruneau,Bruneau/Jarbidge River,OPEN
Bureau of Land Management,Wilderness Study Area,5535.30704094,Boise,Owyhee,,
Bureau of Land Management,Wilderness Study Area,2.69150618258,Boise,Owyhee,,
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),4.73194482073,Boise,Bruneau,Bruneau/Jarbidge River,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),9.38517368936,N/A,Elko,Owyhee River/Bighorn Sheep,OPEN
Bureau of Land Management,Wilderness Study Area,5203.76788781,Twin Falls,Shoshone,,
Bureau of Land Management,Wilderness Study Area,152.689813675,Twin Falls,Shoshone,,
Bureau of Land Management,Wilderness Study Area,1630.81277480,Boise,Owyhee,,
Bureau of Land Management,Wilderness Study Area,64364.3238725,Twin Falls,Jarbridge,,
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),1229.63897744,Boise,Four Rivers,Sand Hollow,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),34.1092663215,Boise,Owyhee,Squaw Creek,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),6.75276796436,Boise,Bruneau,Bruneau/Jarbidge River,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),29.7843107996,Boise,Four Rivers,Sand-Capped Knob,UNKNOWN
Bureau of Land Management,Wilderness Study Area,4.57675744486,Vale,Jordan,,
Bureau of Land Management,Wilderness Study Area,153.868591334,Vale,Jordan,,
Bureau of Land Management,Wild and Scenic River,38.8813346918,,Jordan,,
Bureau of Land Management,Wild and Scenic River,5.43881639707,,Jordan,,
Bureau of Land Management,Wilderness Study Area,7441.66233266,Twin Falls,Shoshone,,
